"dataset_id","year","site","block","plot","grain_m2","grain_comment","treatment","treatment_type","design","timepoints","time_since_disturbance","realm","taxon","N","S","minN","Sn","ENSPIE","coverage","comment","effort"
"bateman_2018",2014,"Price","Price_up_B1_CORE",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",26.4516129032258,12.008064516129,10,9.60582044992815,20.6036290322581,0.174292811824473,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Priest","Priest_dwn_B1_CORE",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",57.3513513513514,13.5855855855856,10,6.50417761982833,7.27798075712468,0.602355353178109,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Ave35","Ave35_dwn_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",26.8181818181818,9,9,7.81577425507044,14.1030303030303,0.57391590154748,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Ave35","Ave35_mid_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",25.75,9.5,10,8.93937708565075,17.120820668693,0.432778845181515,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Ave35","Ave35_mid_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",30.0540540540541,8.81081081081081,12,10.2074381103792,16.9478764478764,0.5115866241617,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Ave35","Ave35_up_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",35.0384615384615,8.57692307692308,16,9.80497814915055,8.31412537640296,0.713355455386377,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Ave35","Ave35_up_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",33.0434782608696,7.47826086956522,13,7.55851920358547,6.47144075021313,0.817024980509009,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Price","Price_dwn_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",32.8135593220339,14.3220338983051,18,14.3247521103256,17.3586083029069,0.511317778589902,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Price","Price_up_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",28.5882352941177,13.3725490196078,11,9.67514148779726,14.9064856711915,0.409453065299078,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Priest","Priest_mid_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",30.4838709677419,7.29032258064516,13,9.49298137395784,11.002733734281,0.613164285278187,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Priest","Priest_mid_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",147.974358974359,11.8205128205128,24,12.6619218031059,11.9980161056698,0.62555725803889,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Priest","Priest_up_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",30.7,13.1,8,7.25653932006878,16.327397260274,0.407413360941587,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Price","Price_dwn_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",22.65625,10.59375,9,8.65773809523812,17.3601973684211,0.273613376120937,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Price","Price_mid_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",26.3,13.6,8,7.73424317617876,21.3,0.230527701101693,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Price","Price_mid_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",45.4285714285714,16.3333333333333,9,7.90996053260776,16.1561688311688,0.453888532752545,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Rio","Rio_mid_B2_CORE",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",9,"terrestrial","birds",25.24,12.696,6,5.79020686630192,17.9372791899227,0.216279399570789,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Rio","Rio_dwn_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",9,"terrestrial","birds",13.3076923076923,9.57692307692308,11,11,13.3076923076923,0.0129976155919552,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Rio","Rio_dwn_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",9,"terrestrial","birds",27.7446808510638,12.5957446808511,17,15.9433913604126,22.4376771175386,0.228635410527587,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Rio","Rio_mid_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",9,"terrestrial","birds",15.7777777777778,10.4074074074074,11,9.96008403361344,12.6432748538012,0.223942469549803,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Rio","Rio_up_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",9,"terrestrial","birds",34.7692307692308,13.1538461538462,14,11.5691684945798,15.1075123706703,0.490728254106816,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Rio","Rio_up_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",9,"terrestrial","birds",37.5,16,12,10.9520728008089,21.9250871080139,0.408382604714127,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Ave67","Ave67_dwn_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",169.868421052632,9.6578947368421,26,11.1322635996523,6.36152331208105,0.800764505365714,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Ave67","Ave67_dwn_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",23.24,9,21,11.7606260869565,6.92615384615385,0.659944239991078,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Ave67","Ave67_mid_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",37.3846153846154,8,19,13.2775620535555,13.0322213500785,0.710662045262576,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Ave67","Ave67_up_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",23.9333333333333,9.66666666666667,10,8.89770114942531,16.2473975636766,0.483959955506118,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Ave67","Ave67_up_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",31.6,11,15,10.662186534421,11.6585365853659,0.60823172872095,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Tonto","Tonto_up_B1_CORE",,2827.43338823081,"listening point of 30m radius - estimated","notUrban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",41.05,19.6125,13,11.6628123952551,22.0783347165389,0.353363421050705,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Tonto","Tonto_dwn_B1",,2827.43338823081,"listening point of 30m radius - estimated","notUrban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",41.2,16.55,21,13.8917213114754,12.1166102299056,0.492500552788312,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Tonto","Tonto_mid_B1",,2827.43338823081,"listening point of 30m radius - estimated","notUrban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",50.94,16.34,25,15.1975732598986,8.28899470899473,0.590522573587246,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Tonto","Tonto_mid_B2",,2827.43338823081,"listening point of 30m radius - estimated","notUrban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",33.9268292682927,13.5121951219512,19,13.1223550234549,9.50639449358008,0.527124714371711,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Tonto","Tonto_mid_B3",,2827.43338823081,"listening point of 30m radius - estimated","notUrban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",28.92,16.56,21,19.1276129032258,23.2069677419355,0.25441094224924,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Tonto","Tonto_up_B2",,2827.43338823081,"listening point of 30m radius - estimated","notUrban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",35.5333333333333,14.2222222222222,20,14.9139603275735,11.6125153374233,0.437315746048812,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"BM","BM_dwn_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",2,"terrestrial","birds",46.84,15.56,25,17.3417364491178,13.0113287527658,0.487297289900182,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"BM","BM_dwn_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",2,"terrestrial","birds",57.3636363636364,17.1818181818182,26,14.8935299421206,6.59229794413472,0.617352217964771,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"BM","BM_mid_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",2,"terrestrial","birds",57.219512195122,13.8048780487805,26,12.9500243749821,6.11441586789409,0.776242362152981,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"BM","BM_up_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",2,"terrestrial","birds",54.6666666666667,18.6666666666667,16,10.1319054438,7.33816596283919,0.629211888713041,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"BM","BM_up_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T2",2,"terrestrial","birds",71.4838709677419,20.5161290322581,24,14.6475120898163,10.078961316,0.642200864419635,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Priest","Priest_dwn_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",46,13,22,11.7507246357865,4.78733031674208,0.722141030325174,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2014,"Priest","Priest_up_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T2",,"terrestrial","birds",39,15,10,9.38195280300537,24.9344262295082,0.365651709401709,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Price","Price_up_B1_CORE",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",30.7870967741936,13.7161290322581,10,9.05804382222084,16.8515457323603,0.326812681476819,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Ave35","Ave35_dwn_B1_CORE",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",89.2327044025157,10.251572327044,7,5.94671121895829,14.0480682177646,0.730923234888239,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"BM","BM_mid_B2_CORE",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T3",3,"terrestrial","birds",40.1360946745562,16.6272189349112,19,14.3528773806672,14.7533314271236,0.444559138109821,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Ave67","Ave67_mid_B1_CORE",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",89.8181818181818,9.47552447552447,9,6.82855024006009,12.4196271387515,0.730059713310595,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Priest","Priest_dwn_B1_CORE",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",36.2727272727273,12.4772727272727,10,8.40040267172584,13.9346252191223,0.502854474019135,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Rio","Rio_mid_B2_CORE",,2827.43338823081,"listening point of 30m radius - estimated","urban_restored","riverbank vegetation restoration","AI","T3",10,"terrestrial","birds",43.8155339805825,11.4077669902913,6,5.47416058461255,14.8306855375839,0.409597241271402,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Price","Price_dwn_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",26.9565217391304,13.5652173913043,9,8.62729465306871,21.3177621715458,0.274353346950162,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Price","Price_dwn_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",42.551724137931,17.4827586206897,18,14.4738119979011,17.6185747126437,0.461651887526953,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Price","Price_mid_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",37.7857142857143,18.3571428571429,8,7.47808773575359,20.4398163746631,0.33025164846161,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Price","Price_mid_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",39.8125,14.5,9,7.76111114255483,14.2498781676413,0.557417221797555,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Price","Price_up_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",35.38,12.86,11,8.34345797485946,9.70587925380357,0.487046994179982,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Tonto","Tonto_up_B1_CORE",,2827.43338823081,"listening point of 30m radius - estimated","notUrban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",38.7955801104972,20.0220994475138,13,12.2575484036302,26.974620653815,0.275371426361521,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Ave35","Ave35_dwn_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",50.0754716981132,15.5660377358491,9,7.89477648656792,17.3392785157364,0.567148153564867,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Ave35","Ave35_mid_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",27.2105263157895,10.5789473684211,10,8.75498172172533,15.2105263157895,0.480553462838508,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Ave35","Ave35_mid_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",25.0625,9.75,12,10.2638785158113,14.4035087719298,0.451702956031239,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Ave35","Ave35_up_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",25.2173913043478,10.0434782608696,16,9.04343807093899,6.94756258234519,0.712849843972874,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Ave35","Ave35_up_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",31.945945945946,12.4864864864865,13,9.46064015267129,9.76174569432995,0.59865743196372,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Priest","Priest_dwn_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",27,12.4893617021277,22,19.6391707583197,20.9222123477443,0.247430820528955,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Priest","Priest_mid_B1",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",22.2571428571429,12,13,11.4539391958156,15.3007765567766,0.398107361426823,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
"bateman_2018",2015,"Priest","Priest_mid_B2",,2827.43338823081,"listening point of 30m radius - estimated","urban_notRestored","riverbank vegetation restoration","AC","T3",,"terrestrial","birds",40.8888888888889,14,24,16.1914545292432,14.8205561592016,0.622839725163907,"Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events. One listening point per site per survey.",
