year,site,block,treatment,species,value,dataset_id,treatment_type,time_since_disturbance,timepoints,design,realm,taxon,metric,unit,comment
2009,3,C,heated_2,Tenuiphantes.zebra,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,4,,cham_cont_0,Cicurina.robusta,3,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,4,,cham_cont_0,Wadotes.hybridus,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,4,A,cham_cont_0,Neoantistea sp.,2,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,4,B,cham_cont_0,Cicurina sp.,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,4,C,cham_cont_0,Neoantistea sp.,0.5,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,4,C,cham_cont_0,Coras sp.,0.5,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,5,,heated_5,Agelenopsis.kastoni,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,5,,heated_5,Wadotes sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,5,,heated_5,Cicurina.robusta,2,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,5,A,heated_5,Callobius.bennetti,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,5,B,heated_5,Phrurotimpus.borealis,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,5,B,heated_5,Wadotes sp.,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,5,C,heated_5,Wadotes sp.,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,5,C,heated_5,Cicurina sp.,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,5,D,heated_5,Wadotes.calcaratus,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,5,D,heated_5,Wadotes.hybridus,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,6,,cham_cont_0,Cicurina.robusta,4,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,6,,cham_cont_0,Agelenopsis.kastoni,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,6,,cham_cont_0,Wadotes sp.,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,6,B,cham_cont_0,Cicurina.robusta,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,6,B,cham_cont_0,Wadotes.hybridus,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,7,,heated_3,Cicurina.robusta,2,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,7,,heated_3,Cicurina sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,7,,heated_3,Wadotes sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,7,,heated_3,Cicurina.brevis,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,7,A,heated_3,Wadotes sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,7,B,heated_3,Cicurina sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,7,B,heated_3,Cicurina.robusta,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,7,C,heated_3,Wadotes sp.,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,7,C,heated_3,Cicurina.pallida,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,8,,heated_1.5,Wadotes sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,8,C,heated_1.5,Meioneta.sheffordiana,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,8,D,heated_1.5,Neoantistea sp.,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,8,D,heated_1.5,Neoantistea.magna,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,,heated_2.5,Wadotes sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,,heated_2.5,Agelenopsis.kastoni,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,,heated_2.5,Cicurina.robusta,6,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,A,heated_2.5,Neoantistea sp.,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,A,heated_2.5,Wadotes sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,C,heated_2.5,Tenuiphantes.sabulosus,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,C,heated_2.5,Tenuiphantes.zebra,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,C,heated_2.5,Wadotes.hybridus,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,C,heated_2.5,Centromerus.cornupalpis,0,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,D,heated_2.5,Wadotes sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,9,D,heated_2.5,Neoantistea sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,,heated_4.5,Cicurina.placida,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,,heated_4.5,Cicurina.robusta,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,A,heated_4.5,Cicurina.robusta,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,A,heated_4.5,Tenuiphantes.zebra,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,A,heated_4.5,Strotarchus sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,B,heated_4.5,Agrocea.ornata,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,C,heated_4.5,Wadotes sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,C,heated_4.5,Cicurina.robusta,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,C,heated_4.5,Xysticus sp.,1,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,D,heated_4.5,Neoantistea sp.,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,10,D,heated_4.5,Coras sp.,0.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,11,,cham_cont_0,Cicurina.robusta,2,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,11,,cham_cont_0,Neoantistea sp.,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,11,,cham_cont_0,Wadotes sp.,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,11,A,cham_cont_0,Wadotes sp.,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,11,A,cham_cont_0,Centromerus.cornupalpis,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,11,B,cham_cont_0,Wadotes sp.,1,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,11,B,cham_cont_0,Tenuiphantes.zebra,4,ellison_2017b,warming,,T1,AC,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,12,,heated_3.5,Cicurina.robusta,1.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
2009,12,,heated_3.5,Cicurina sp.,1.5,ellison_2017b,warming,1,T1,AI,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. No Winkler samples in this dataset. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of surveys per year (1 to 4)."
