sampling.id,site,date,month,day,year,doy,cham,subs,treat,warming,target.delta,method,id,genus,species,n,unique.id,caste,notes,pinned
1,HF,2009-06-17,6,17,2009,168,8,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,8,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,8,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,8,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,9,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,9,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,9,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,9,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,10,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,10,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,10,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,10,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,11,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,11,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,11,C,Pre-treat,NA,NA,Pitfall,SLP,Myrmica,punctiventris,1,P43,Worker,NA,NA
1,HF,2009-06-17,6,17,2009,168,11,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,12,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,12,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,12,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,12,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,13,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,13,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,13,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,13,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,14,A,Pre-treat,NA,NA,Pitfall,SLP,Tapinoma,sessile,1,P53,Worker,NA,NA
1,HF,2009-06-17,6,17,2009,168,14,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,14,C,Pre-treat,NA,NA,Pitfall,SLP,Aphaenogaster,rudis,1,P55,Worker,NA,NA
1,HF,2009-06-17,6,17,2009,168,14,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,15,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,15,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,15,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
1,HF,2009-06-17,6,17,2009,168,15,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,1,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,1,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,1,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,1,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,2,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,2,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,2,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,2,D,Pre-treat,NA,NA,Pitfall,SLP,Myrmica,punctiventris,1,P68,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,3,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,3,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,3,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,3,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,4,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,4,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,4,C,Pre-treat,NA,NA,Pitfall,SLP,Myrmica,detritinodis,1,P75,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,4,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,5,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,5,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,5,C,Pre-treat,NA,NA,Pitfall,SLP,Aphaenogaster,rudis,1,P79,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,5,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,6,A,Pre-treat,NA,NA,Pitfall,SLP,Myrmica,punctiventris,1,P81,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,6,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,6,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,6,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,7,A,Pre-treat,NA,NA,Pitfall,SLP,Aphaenogaster,rudis,4,P85,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,7,A,Pre-treat,NA,NA,Pitfall,SLP,Lasius,alienus,6,P85,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,7,B,Pre-treat,NA,NA,Pitfall,SLP,Lasius,alienus,1,P86,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,7,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,7,D,Pre-treat,NA,NA,Pitfall,SLP,Aphaenogaster,rudis,1,P88,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,8,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,8,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,8,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,8,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,9,A,Pre-treat,NA,NA,Pitfall,SLP,Aphaenogaster,rudis,1,P93,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,9,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,9,C,Pre-treat,NA,NA,Pitfall,SLP,Myrmica,detritinodis,1,P95,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,9,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,10,A,Pre-treat,NA,NA,Pitfall,SLP,Camponotus,pennsylvanicus,1,P97,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,10,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,10,C,Pre-treat,NA,NA,Pitfall,SLP,Aphaenogaster,rudis,1,P99,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,10,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,11,A,Pre-treat,NA,NA,Pitfall,SLP,Camponotus,pennsylvanicus,1,P101,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,11,B,Pre-treat,NA,NA,Pitfall,SLP,Aphaenogaster,rudis,1,P102,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,11,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,11,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,12,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,12,B,Pre-treat,NA,NA,Pitfall,SLP,Myrmica,punctiventris,1,P106,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,12,C,Pre-treat,NA,NA,Pitfall,SLP,Myrmica,punctiventris,1,P107,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,12,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,13,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,13,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,13,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,13,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,14,A,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,14,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,14,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,14,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,15,A,Pre-treat,NA,NA,Pitfall,SLP,Aphaenogaster,rudis,1,P117,Worker,NA,NA
2,HF,2009-07-14,7,14,2009,195,15,B,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,15,C,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
2,HF,2009-07-14,7,14,2009,195,15,D,Pre-treat,NA,NA,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
NA,HF,2009-08-23,8,23,2009,235,15,NA,Pre-treat,NA,NA,Winkler,GWB,Aphaenogaster,picea,1,NA,Worker,Found with the 2009 Winklers from hf 113-18. Sorted and identified in winter of 2013-2014,NA
NA,HF,2009-08-27,8,27,2009,239,4,NA,Pre-treat,NA,NA,Winkler,GWB,Myrmica,punctiventris,1,NA,Worker,Found with the 2009 Winklers from hf 113-18. Sorted and identified in winter of 2013-2014,NA
NA,HF,2009-08-27,8,27,2009,239,6,NA,Pre-treat,NA,NA,Winkler,GWB,Lasius,nearcticus,1,NA,Worker,Found with the 2009 Winklers from hf 113-18. Sorted and identified in winter of 2013-2014,NA
5,HF,2009-10-23,10,23,2009,296,1,A,Treat,Heated,5.5,Pitfall,SLP,Aphaenogaster,rudis,1,P121,Worker,NA,NA
5,HF,2009-10-23,10,23,2009,296,1,B,Treat,Heated,5.5,Pitfall,SLP,Myrmica,pinetorium,1,P122,Worker,NA,NA
5,HF,2009-10-23,10,23,2009,296,1,C,Treat,Heated,5.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,1,D,Treat,Heated,5.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,2,A,Treat,Heated,4,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,2,B,Treat,Heated,4,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,2,C,Treat,Heated,4,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,2,D,Treat,Heated,4,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,3,A,Treat,Heated,2,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,3,B,Treat,Heated,2,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,3,C,Treat,Heated,2,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,3,D,Treat,Heated,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,4,A,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,4,B,Treat,Chamber Control,0,Pitfall,SLP,Aphaenogaster,rudis,3,P134,Worker,NA,NA
5,HF,2009-10-23,10,23,2009,296,4,C,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,4,D,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,5,A,Treat,Heated,5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,5,B,Treat,Heated,5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,5,C,Treat,Heated,5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,5,D,Treat,Heated,5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,6,A,Treat,Chamber Control,3,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,6,B,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,6,C,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,6,D,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,7,A,Treat,Heated,3,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,7,B,Treat,Heated,3,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,7,C,Treat,Heated,3,Pitfall,SLP,Aphaenogaster,rudis,1,P147,Worker,NA,NA
5,HF,2009-10-23,10,23,2009,296,7,D,Treat,Heated,3,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,8,A,Treat,Heated,1.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,8,B,Treat,Heated,1.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,8,C,Treat,Heated,1.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,8,D,Treat,Heated,1.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,9,A,Treat,Heated,2.5,Pitfall,SLP,Aphaenogaster,rudis,1,P153,Worker,NA,NA
5,HF,2009-10-23,10,23,2009,296,9,B,Treat,Heated,2.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,9,C,Treat,Heated,2.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,9,D,Treat,Heated,2.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,10,A,Treat,Heated,4.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,10,B,Treat,Heated,4.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,10,C,Treat,Heated,4.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,10,D,Treat,Heated,4.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,11,A,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,11,B,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,11,C,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,11,D,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,12,A,Treat,Heated,3.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,12,B,Treat,Heated,3.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,12,C,Treat,Heated,3.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,12,D,Treat,Heated,3.5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,13,A,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,13,B,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,13,C,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,13,D,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,14,A,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,14,B,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,14,C,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,14,D,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,15,A,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,15,B,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,15,C,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
5,HF,2009-10-23,10,23,2009,296,15,D,Treat,Chamberless control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,2,A,Treat,Heated,4,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,2,B,Treat,Heated,4,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,2,C,Treat,Heated,4,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,2,D,Treat,Heated,4,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,3,A,Treat,Heated,2,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,3,B,Treat,Heated,2,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,3,C,Treat,Heated,2,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,3,D,Treat,Heated,2,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,4,A,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,4,B,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,4,C,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,4,D,Treat,Chamber Control,0,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,5,A,Treat,Heated,5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,5,B,Treat,Heated,5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,5,C,Treat,Heated,5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
10,HF,2010-03-06,3,6,2010,65,5,D,Treat,Heated,5,Pitfall,NA,NA,NA,NA,NA,NA,NA,NA
