year,site,block,species,value,dataset_id,treatment,timepoints,time_since_disturbance,realm,taxon,metric,unit,comment,design
2013,Ave35,Ave35_dwn_B1_CORE,House Sparrow,1.16666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave35,Ave35_dwn_B1_CORE,White-winged Dove,0.166666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave35,Ave35_dwn_B1_CORE,Rock Pigeon,2.5,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave35,Ave35_dwn_B1_CORE,Green Heron,0.166666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave35,Ave35_dwn_B1_CORE,Unidentified Bird,0.5,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave35,Ave35_dwn_B1_CORE,Lark Sparrow,0.333333333333333,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave35,Ave35_dwn_B1_CORE,Brown-headed Cowbird,0.166666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave35,Ave35_dwn_B1_CORE,Gambel's Quail,0.166666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave35,Ave35_dwn_B1_CORE,Snowy Egret,1.16666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Unidentified Bird,17.6666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Mourning Dove,5.66666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Red-winged Blackbird,6,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Unidentified Cormorant,0.666666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Mallard,0.666666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Canada Goose,0.666666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Unidentified Dove,0.666666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,European Starling,1.33333333333333,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Great-tailed Grackle,5.66666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Killdeer,2,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,American Kestrel,0.666666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Rock Pigeon,0.666666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Brown-headed Cowbird,0.666666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,House Finch,2.66666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Common Raven,0.333333333333333,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Unidentified Falcon,0.333333333333333,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Red-tailed Hawk,0.333333333333333,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Great Egret,0.666666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Double-crested Cormorant,0.333333333333333,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Unidentified Buteo,0.333333333333333,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,White-winged Dove,2,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Unidentified Blackbird,0.333333333333333,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,House Sparrow,1,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Eurasian Collared- Dove,0.666666666666667,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Abert's Towhee,0.333333333333333,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,Ave67,Ave67_mid_B1_CORE,Loggerhead Shrike,0.333333333333333,bateman_2018,Urban_notRestored,T1,,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AC
2013,BM,BM_mid_B2_CORE,Double-crested Cormorant,34.8333333333333,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Common Merganser,1.5,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Common Yellowthroat,0.666666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,House Finch,4.5,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,American Coot,14.6666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Osprey,1,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Great Blue Heron,1.5,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Yellow-rumped Warbler,0.333333333333333,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Marsh Wren,0.833333333333333,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,White-crowned Sparrow,3.5,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Song Sparrow,2.33333333333333,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Pied-billed Grebe,0.666666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Mourning Dove,3,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Northern Shoveler,0.833333333333333,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Lesser Goldfinch,1.5,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Gadwall,0.5,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Snowy Egret,0.666666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Unidentified Cormorant,7,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Verdin,0.5,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Unidentified Sparrow,0.833333333333333,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,American White Pelican,1.5,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Killdeer,0.666666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Northern Rough-winged Swallow,2.66666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Great-tailed Grackle,0.166666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Mallard,0.166666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Northern Cardinal,0.166666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,White-winged Dove,4.16666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Red-winged Blackbird,3,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Gambel's Quail,0.666666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Turkey Vulture,0.666666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,White-faced Ibis,2.66666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Cinnamon Teal,0.166666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Cliff Swallow,2.66666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Anna's Hummingbird,0.166666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Abert's Towhee,0.666666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
2013,BM,BM_mid_B2_CORE,Northern Mockingbird,0.166666666666667,bateman_2018,urban_restored,T1,1,terrestrial,birds,count,mean abundance per survey,Some restored and some unrestored sites along the Salt river. Each station was surveyed several times a year (2 to 9). Abundances are summed per year and divided by the number of sampling events.,AI
