DBCODE,ENTITY,ZONE,SITE,PLOT,YEAR,SPECIES,SPPCOVER
TV070,1,HS,BCC,1,1988,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1988,"Agrostis pallens",0.1
TV070,1,HS,BCC,1,1988,"Anaphalis margaritacea",0.0
TV070,1,HS,BCC,1,1988,"Antennaria microphylla",0.1
TV070,1,HS,BCC,1,1988,"Aster ledophyllus",0.7
TV070,1,HS,BCC,1,1988,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1988,"Carex microptera",0.0
TV070,1,HS,BCC,1,1988,"Carex rossii",0.1
TV070,1,HS,BCC,1,1988,"Cistanthe umbellata",0.3
TV070,1,HS,BCC,1,1988,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1988,"Elymus elymoides",0.1
TV070,1,HS,BCC,1,1988,"Eriogonum pyrolifolium",0.6
TV070,1,HS,BCC,1,1989,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1989,"Achnatherum occidentale",0.1
TV070,1,HS,BCC,1,1989,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1989,"Agrostis pallens",0.1
TV070,1,HS,BCC,1,1989,"Anaphalis margaritacea",0.0
TV070,1,HS,BCC,1,1989,"Antennaria microphylla",0.1
TV070,1,HS,BCC,1,1989,"Aster ledophyllus",0.3
TV070,1,HS,BCC,1,1989,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1989,"Carex microptera",0.0
TV070,1,HS,BCC,1,1989,"Carex rossii",0.1
TV070,1,HS,BCC,1,1989,"Cistanthe umbellata",0.3
TV070,1,HS,BCC,1,1989,"Cryptogramma cascadensis",0.1
TV070,1,HS,BCC,1,1989,"Elymus elymoides",0.1
TV070,1,HS,BCC,1,1989,"Eriogonum pyrolifolium",0.8
TV070,1,HS,BCC,1,1990,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1990,"Achnatherum occidentale",0.1
TV070,1,HS,BCC,1,1990,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1990,"Agrostis pallens",0.1
TV070,1,HS,BCC,1,1990,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,1990,"Antennaria microphylla",0.1
TV070,1,HS,BCC,1,1990,"Aster ledophyllus",0.2
TV070,1,HS,BCC,1,1990,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1990,"Carex microptera",0.0
TV070,1,HS,BCC,1,1990,"Carex rossii",0.1
TV070,1,HS,BCC,1,1990,"Cistanthe umbellata",0.1
TV070,1,HS,BCC,1,1990,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1990,"Elymus elymoides",0.1
TV070,1,HS,BCC,1,1990,"Eriogonum pyrolifolium",0.9
TV070,1,HS,BCC,1,1991,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1991,"Achnatherum occidentale",0.1
TV070,1,HS,BCC,1,1991,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1991,"Agrostis pallens",0.1
TV070,1,HS,BCC,1,1991,"Anaphalis margaritacea",0.0
TV070,1,HS,BCC,1,1991,"Antennaria microphylla",0.1
TV070,1,HS,BCC,1,1991,"Aster ledophyllus",0.9
TV070,1,HS,BCC,1,1991,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1991,"Carex microptera",0.0
TV070,1,HS,BCC,1,1991,"Carex rossii",0.1
TV070,1,HS,BCC,1,1991,"Cistanthe umbellata",0.3
TV070,1,HS,BCC,1,1991,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1991,"Elymus elymoides",0.1
TV070,1,HS,BCC,1,1991,"Eriogonum pyrolifolium",1.1
TV070,1,HS,BCC,1,1992,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1992,"Achnatherum occidentale",0.1
TV070,1,HS,BCC,1,1992,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1992,"Agrostis pallens",0.1
TV070,1,HS,BCC,1,1992,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,1992,"Antennaria microphylla",0.1
TV070,1,HS,BCC,1,1992,"Aster ledophyllus",0.6
TV070,1,HS,BCC,1,1992,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1992,"Carex microptera",0.0
TV070,1,HS,BCC,1,1992,"Carex rossii",0.1
TV070,1,HS,BCC,1,1992,"Cistanthe umbellata",0.3
TV070,1,HS,BCC,1,1992,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1992,"Elymus elymoides",0.1
TV070,1,HS,BCC,1,1992,"Eriogonum pyrolifolium",1.0
TV070,1,HS,BCC,1,1993,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1993,"Achnatherum occidentale",0.1
TV070,1,HS,BCC,1,1993,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1993,"Agrostis pallens",0.1
TV070,1,HS,BCC,1,1993,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,1993,"Antennaria microphylla",0.1
TV070,1,HS,BCC,1,1993,"Aster ledophyllus",0.5
TV070,1,HS,BCC,1,1993,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1993,"Carex microptera",0.0
TV070,1,HS,BCC,1,1993,"Carex rossii",0.1
TV070,1,HS,BCC,1,1993,"Cistanthe umbellata",0.2
TV070,1,HS,BCC,1,1993,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1993,"Elymus elymoides",0.1
TV070,1,HS,BCC,1,1993,"Eriogonum pyrolifolium",1.5
TV070,1,HS,BCC,1,1994,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1994,"Achnatherum occidentale",0.1
TV070,1,HS,BCC,1,1994,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1994,"Agrostis pallens",0.2
TV070,1,HS,BCC,1,1994,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,1994,"Antennaria microphylla",0.1
TV070,1,HS,BCC,1,1994,"Aster ledophyllus",0.1
TV070,1,HS,BCC,1,1994,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1994,"Carex microptera",0.1
TV070,1,HS,BCC,1,1994,"Carex rossii",0.1
TV070,1,HS,BCC,1,1994,"Cistanthe umbellata",0.2
TV070,1,HS,BCC,1,1994,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1994,"Elymus elymoides",0.1
TV070,1,HS,BCC,1,1994,"Eriogonum pyrolifolium",2.0
TV070,1,HS,BCC,1,1995,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1995,"Achnatherum occidentale",0.1
TV070,1,HS,BCC,1,1995,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1995,"Agrostis pallens",0.3
TV070,1,HS,BCC,1,1995,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,1995,"Antennaria microphylla",0.1
TV070,1,HS,BCC,1,1995,"Aster ledophyllus",0.1
TV070,1,HS,BCC,1,1995,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1995,"Carex microptera",0.1
TV070,1,HS,BCC,1,1995,"Carex rossii",0.1
TV070,1,HS,BCC,1,1995,"Cistanthe umbellata",0.1
TV070,1,HS,BCC,1,1995,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1995,"Elymus elymoides",0.1
TV070,1,HS,BCC,1,1995,"Eriogonum pyrolifolium",2.3
TV070,1,HS,BCC,1,1996,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1996,"Achnatherum occidentale",0.1
TV070,1,HS,BCC,1,1996,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1996,"Agrostis pallens",0.3
TV070,1,HS,BCC,1,1996,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,1996,"Antennaria microphylla",0.0
TV070,1,HS,BCC,1,1996,"Aster ledophyllus",0.1
TV070,1,HS,BCC,1,1996,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1996,"Carex microptera",0.1
TV070,1,HS,BCC,1,1996,"Carex rossii",0.1
TV070,1,HS,BCC,1,1996,"Cistanthe umbellata",0.2
TV070,1,HS,BCC,1,1996,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1996,"Elymus elymoides",0.1
TV070,1,HS,BCC,1,1996,"Eriogonum pyrolifolium",5.9
TV070,1,HS,BCC,1,1997,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1997,"Achnatherum occidentale",0.4
TV070,1,HS,BCC,1,1997,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1997,"Agrostis pallens",0.4
TV070,1,HS,BCC,1,1997,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,1997,"Antennaria microphylla",0.0
TV070,1,HS,BCC,1,1997,"Aster ledophyllus",1.5
TV070,1,HS,BCC,1,1997,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1997,"Carex microptera",0.1
TV070,1,HS,BCC,1,1997,"Carex rossii",0.2
TV070,1,HS,BCC,1,1997,"Cistanthe umbellata",0.5
TV070,1,HS,BCC,1,1997,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1997,"Elymus elymoides",0.4
TV070,1,HS,BCC,1,1997,"Eriogonum pyrolifolium",2.3
TV070,1,HS,BCC,1,1998,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1998,"Achnatherum occidentale",0.1
TV070,1,HS,BCC,1,1998,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1998,"Agrostis pallens",0.7
TV070,1,HS,BCC,1,1998,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,1998,"Antennaria microphylla",0.0
TV070,1,HS,BCC,1,1998,"Aster ledophyllus",0.3
TV070,1,HS,BCC,1,1998,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1998,"Carex microptera",0.1
TV070,1,HS,BCC,1,1998,"Carex rossii",0.1
TV070,1,HS,BCC,1,1998,"Cistanthe umbellata",0.1
TV070,1,HS,BCC,1,1998,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1998,"Elymus elymoides",0.3
TV070,1,HS,BCC,1,1998,"Eriogonum pyrolifolium",2.3
TV070,1,HS,BCC,1,1999,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,1999,"Achnatherum occidentale",0.1
TV070,1,HS,BCC,1,1999,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,1999,"Agrostis pallens",1.2
TV070,1,HS,BCC,1,1999,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,1999,"Antennaria microphylla",0.1
TV070,1,HS,BCC,1,1999,"Aster ledophyllus",0.1
TV070,1,HS,BCC,1,1999,"Carex mertensii",0.1
TV070,1,HS,BCC,1,1999,"Carex microptera",0.1
TV070,1,HS,BCC,1,1999,"Carex rossii",0.1
TV070,1,HS,BCC,1,1999,"Cistanthe umbellata",0.2
TV070,1,HS,BCC,1,1999,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,1999,"Elymus elymoides",0.4
TV070,1,HS,BCC,1,1999,"Eriogonum pyrolifolium",2.5
TV070,1,HS,BCC,1,2002,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,2002,"Achnatherum occidentale",1.3
TV070,1,HS,BCC,1,2002,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,2002,"Agrostis pallens",1.0
TV070,1,HS,BCC,1,2002,"Agrostis scabra",0.1
TV070,1,HS,BCC,1,2002,"Anaphalis margaritacea",0.2
TV070,1,HS,BCC,1,2002,"Antennaria microphylla",0.0
TV070,1,HS,BCC,1,2002,"Aster ledophyllus",0.1
TV070,1,HS,BCC,1,2002,"Carex mertensii",0.0
TV070,1,HS,BCC,1,2002,"Carex microptera",0.1
TV070,1,HS,BCC,1,2002,"Carex pachystachya",0.1
TV070,1,HS,BCC,1,2002,"Carex rossii",0.3
TV070,1,HS,BCC,1,2002,"Carex spectabilis",0.0
TV070,1,HS,BCC,1,2002,"Cistanthe umbellata",0.5
TV070,1,HS,BCC,1,2002,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,2002,"Elymus elymoides",1.2
TV070,1,HS,BCC,1,2002,"Eriogonum pyrolifolium",3.7
TV070,1,HS,BCC,1,2003,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,2003,"Achnatherum occidentale",0.9
TV070,1,HS,BCC,1,2003,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,2003,"Agrostis pallens",1.3
TV070,1,HS,BCC,1,2003,"Agrostis scabra",0.1
TV070,1,HS,BCC,1,2003,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,2003,"Antennaria microphylla",0.1
TV070,1,HS,BCC,1,2003,"Aster ledophyllus",1.5
TV070,1,HS,BCC,1,2003,"Carex mertensii",0.0
TV070,1,HS,BCC,1,2003,"Carex microptera",0.1
TV070,1,HS,BCC,1,2003,"Carex pachystachya",0.1
TV070,1,HS,BCC,1,2003,"Carex rossii",0.1
TV070,1,HS,BCC,1,2003,"Carex spectabilis",0.0
TV070,1,HS,BCC,1,2003,"Cistanthe umbellata",0.1
TV070,1,HS,BCC,1,2003,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,2003,"Elymus elymoides",1.8
TV070,1,HS,BCC,1,2003,"Eriogonum pyrolifolium",3.7
TV070,1,HS,BCC,1,2004,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,2004,"Achnatherum occidentale",0.5
TV070,1,HS,BCC,1,2004,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,2004,"Agrostis pallens",1.7
TV070,1,HS,BCC,1,2004,"Agrostis scabra",0.0
TV070,1,HS,BCC,1,2004,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,2004,"Antennaria microphylla",0.0
TV070,1,HS,BCC,1,2004,"Aster ledophyllus",3.3
TV070,1,HS,BCC,1,2004,"Carex mertensii",0.0
TV070,1,HS,BCC,1,2004,"Carex microptera",0.3
TV070,1,HS,BCC,1,2004,"Carex pachystachya",0.0
TV070,1,HS,BCC,1,2004,"Carex rossii",0.2
TV070,1,HS,BCC,1,2004,"Carex spectabilis",0.1
TV070,1,HS,BCC,1,2004,"Cistanthe umbellata",0.2
TV070,1,HS,BCC,1,2004,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,2004,"Elymus elymoides",1.3
TV070,1,HS,BCC,1,2004,"Eriogonum pyrolifolium",3.0
TV070,1,HS,BCC,1,2005,"Achillea millefolium",0.1
TV070,1,HS,BCC,1,2005,"Achnatherum occidentale",1.5
TV070,1,HS,BCC,1,2005,"Agoseris aurantiaca",0.0
TV070,1,HS,BCC,1,2005,"Agrostis pallens",1.3
TV070,1,HS,BCC,1,2005,"Agrostis scabra",0.0
TV070,1,HS,BCC,1,2005,"Anaphalis margaritacea",0.1
TV070,1,HS,BCC,1,2005,"Antennaria microphylla",0.0
TV070,1,HS,BCC,1,2005,"Aster ledophyllus",1.2
TV070,1,HS,BCC,1,2005,"Carex mertensii",0.0
TV070,1,HS,BCC,1,2005,"Carex microptera",0.0
TV070,1,HS,BCC,1,2005,"Carex pachystachya",0.0
TV070,1,HS,BCC,1,2005,"Carex rossii",0.3
TV070,1,HS,BCC,1,2005,"Carex spectabilis",0.1
TV070,1,HS,BCC,1,2005,"Cistanthe umbellata",0.1
TV070,1,HS,BCC,1,2005,"Cryptogramma cascadensis",0.0
TV070,1,HS,BCC,1,2005,"Elymus elymoides",2.1
TV070,1,HS,BCC,1,2005,"Eriogonum pyrolifolium",3.5
TV070,1,HS,BCC,2,1980,"Abies lasiocarpa",0.0
TV070,1,HS,BCC,2,1980,"Achnatherum occidentale",0.0
TV070,1,HS,BCC,2,1980,"Agrostis pallens",0.0
TV070,1,HS,BCC,2,1980,"Aster ledophyllus",0.0
TV070,1,HS,BCC,2,1980,"Carex mertensii",0.0
TV070,1,HS,BCC,2,1980,"Carex microptera",0.0
TV070,1,HS,BCC,2,1980,"Carex rossii",0.0
TV070,1,HS,BCC,2,1980,"Cistanthe umbellata",0.0
TV070,1,HS,BCC,2,1980,"Danthonia intermedia",0.0
TV070,1,HS,BCC,2,1980,"Elymus elymoides",0.0
TV070,1,HS,BCC,2,1980,"Eriogonum pyrolifolium",0.0
TV070,1,HS,BCC,2,1981,"Abies lasiocarpa",0.0
TV070,1,HS,BCC,2,1981,"Achnatherum occidentale",0.0
TV070,1,HS,BCC,2,1981,"Agrostis pallens",0.1
TV070,1,HS,BCC,2,1981,"Aster ledophyllus",0.0
TV070,1,HS,BCC,2,1981,"Carex mertensii",0.0
TV070,1,HS,BCC,2,1981,"Carex microptera",0.0
TV070,1,HS,BCC,2,1981,"Carex rossii",0.0
TV070,1,HS,BCC,2,1981,"Cistanthe umbellata",0.0
TV070,1,HS,BCC,2,1981,"Danthonia intermedia",0.0
TV070,1,HS,BCC,2,1981,"Elymus elymoides",0.0
TV070,1,HS,BCC,2,1981,"Eriogonum pyrolifolium",0.0
TV070,1,HS,BCC,2,1982,"Abies lasiocarpa",0.0
TV070,1,HS,BCC,2,1982,"Achnatherum occidentale",0.0
TV070,1,HS,BCC,2,1982,"Agrostis pallens",0.1
TV070,1,HS,BCC,2,1982,"Aster ledophyllus",0.0
TV070,1,HS,BCC,2,1982,"Carex mertensii",0.1
TV070,1,HS,BCC,2,1982,"Carex microptera",0.0
TV070,1,HS,BCC,2,1982,"Carex rossii",0.0
TV070,1,HS,BCC,2,1982,"Cistanthe umbellata",0.0
TV070,1,HS,BCC,2,1982,"Danthonia intermedia",0.0
TV070,1,HS,BCC,2,1982,"Elymus elymoides",0.0
TV070,1,HS,BCC,2,1982,"Eriogonum pyrolifolium",0.0
TV070,1,HS,BCC,2,1983,"Abies lasiocarpa",0.0
TV070,1,HS,BCC,2,1983,"Achnatherum occidentale",0.0
TV070,1,HS,BCC,2,1983,"Agrostis pallens",0.1
TV070,1,HS,BCC,2,1983,"Aster ledophyllus",0.0
TV070,1,HS,BCC,2,1983,"Carex mertensii",0.1
TV070,1,HS,BCC,2,1983,"Carex microptera",0.0
TV070,1,HS,BCC,2,1983,"Carex rossii",0.0
TV070,1,HS,BCC,2,1983,"Cistanthe umbellata",0.0
TV070,1,HS,BCC,2,1983,"Danthonia intermedia",0.0
TV070,1,HS,BCC,2,1983,"Elymus elymoides",0.0
TV070,1,HS,BCC,2,1983,"Eriogonum pyrolifolium",0.0
TV070,1,HS,BCC,2,1984,"Abies lasiocarpa",0.0
TV070,1,HS,BCC,2,1984,"Achnatherum occidentale",0.0
TV070,1,HS,BCC,2,1984,"Agrostis pallens",0.1
TV070,1,HS,BCC,2,1984,"Aster ledophyllus",0.0
TV070,1,HS,BCC,2,1984,"Carex mertensii",0.1
TV070,1,HS,BCC,2,1984,"Carex microptera",0.0
TV070,1,HS,BCC,2,1984,"Carex rossii",0.0
TV070,1,HS,BCC,2,1984,"Cistanthe umbellata",0.0
TV070,1,HS,BCC,2,1984,"Danthonia intermedia",0.0
TV070,1,HS,BCC,2,1984,"Elymus elymoides",0.0
TV070,1,HS,BCC,2,1984,"Eriogonum pyrolifolium",0.0
TV070,1,HS,BCC,2,1985,"Abies lasiocarpa",0.0
TV070,1,HS,BCC,2,1985,"Achnatherum occidentale",0.0
TV070,1,HS,BCC,2,1985,"Agrostis pallens",0.0
TV070,1,HS,BCC,2,1985,"Aster ledophyllus",0.0
TV070,1,HS,BCC,2,1985,"Carex mertensii",0.1
TV070,1,HS,BCC,2,1985,"Carex microptera",0.0
TV070,1,HS,BCC,2,1985,"Carex rossii",0.0
TV070,1,HS,BCC,2,1985,"Cistanthe umbellata",0.1
TV070,1,HS,BCC,2,1985,"Danthonia intermedia",0.0
TV070,1,HS,BCC,2,1985,"Elymus elymoides",0.0
TV070,1,HS,BCC,2,1985,"Eriogonum pyrolifolium",0.0
TV070,1,HS,BCC,2,1986,"Abies lasiocarpa",0.0
TV070,1,HS,BCC,2,1986,"Achnatherum occidentale",0.0
TV070,1,HS,BCC,2,1986,"Agrostis pallens",0.1
TV070,1,HS,BCC,2,1986,"Aster ledophyllus",0.0
TV070,1,HS,BCC,2,1986,"Carex mertensii",0.1
TV070,1,HS,BCC,2,1986,"Carex microptera",0.0
TV070,1,HS,BCC,2,1986,"Carex rossii",0.0
