"dataset_id","year","month","day","site","block","plot","subplot","treatment","treatment_type","design","timepoint","time_since_disturbance_days","species","metric","value","unit","comment"
"allison_2018","2006","07","19","Ridge",NA,"hemlock control","A","hemlock control_exclosure","manipulated community",NA,"T2",NA,"lasumb","count",2,"count",NA
"allison_2018","2006","07","19","Ridge",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T2",NA,"aphpic","count",1,"count",NA
"allison_2018","2006","07","19","Ridge",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T2",NA,"myrpun","count",1,"count",NA
"allison_2018","2006","07","19","Valley",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T2",NA,"aphpic","count",2,"count",NA
"allison_2018","2006","07","19","Valley",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T2",NA,"aphpic","count",3,"count",NA
"allison_2018","2006","07","19","Valley",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T2",NA,"aphpic","count",1,"count",NA
"allison_2018","2006","07","19","Valley",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T2",NA,"forase","count",1,"count",NA
"allison_2018","2006","10","08","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T3",NA,"campen","count",1,"count",NA
"allison_2018","2006","10","08","Valley",NA,"girdle","B","girdle_control","manipulated community",NA,"T3",NA,"campen","count",1,"count",NA
"allison_2018","2006","10","08","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T3",NA,"forsub3","count",1,"count",NA
"allison_2018","2006","10","08","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T3",NA,"aphpic","count",1,"count",NA
"allison_2018","2006","10","08","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T3",NA,"camher","count",1,"count",NA
"allison_2018","2006","10","08","Ridge",NA,"log","B","log_control","manipulated community",NA,"T3",NA,"aphpic","count",1,"count",NA
"allison_2018","2006","10","08","Ridge",NA,"girdle","A","girdle_control","manipulated community",NA,"T3",NA,"campen","count",2,"count",NA
"allison_2018","2006","10","08","Ridge",NA,"girdle","A","girdle_control","manipulated community",NA,"T3",NA,"stesch","count",1,"count",NA
"allison_2018","2006","10","08","Ridge",NA,"girdle","A","girdle_control","manipulated community",NA,"T3",NA,"aphpic","count",1,"count",NA
"allison_2018","2006","10","08","Ridge",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T3",NA,"campen","count",2,"count",NA
"allison_2018","2006","10","08","Ridge",NA,"hemlock control","A","hemlock control_exclosure","manipulated community",NA,"T3",NA,"steimp","count",1,"count",NA
"allison_2018","2006","10","08","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T3",NA,"aphpic","count",1,"count",NA
"allison_2018","2006","10","08","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T3",NA,"campen","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T6",NA,"lasali","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T6",NA,"campen","count",3,"count",NA
"allison_2018","2008","06","11","Valley",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T6",NA,"campen","count",2,"count",NA
"allison_2018","2008","06","11","Valley",NA,"girdle","B","girdle_control","manipulated community",NA,"T6",NA,"lasali","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T6",NA,"lasali","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T6",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","06","11","Valley",NA,"girdle","B","girdle_control","manipulated community",NA,"T6",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","A","log_control","manipulated community",NA,"T6",NA,"forsub3","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T6",NA,"forsub3","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","A","log_control","manipulated community",NA,"T6",NA,"campen","count",5,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","A","log_control","manipulated community",NA,"T6",NA,"camnov","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T6",NA,"campen","count",4,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T6",NA,"camnov","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T6",NA,"aphpic","count",3,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","B","log_control","manipulated community",NA,"T6",NA,"campen","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","B","log_control","manipulated community",NA,"T6",NA,"camnov","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","B","log_control","manipulated community",NA,"T6",NA,"forsub3","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T6",NA,"tapses","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T6",NA,"forneo1","count",3,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T6",NA,"forsub3","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T6",NA,"aphpic","count",3,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","B","log_control","manipulated community",NA,"T6",NA,"temlon","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"log","B","log_control","manipulated community",NA,"T6",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","06","11","Valley",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T6",NA,"campen","count",3,"count",NA
"allison_2018","2008","06","11","Valley",NA,"hemlock control","B","hemlock control_exclosure","manipulated community",NA,"T6",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"hemlock control","B","hemlock control_control","manipulated community",NA,"T6",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","A","log_exclosure","manipulated community",NA,"T6",NA,"aphpic","count",3,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T6",NA,"campen","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","A","log_control","manipulated community",NA,"T6",NA,"aphpic","count",4,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T6",NA,"aphpic","count",9,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","A","log_control","manipulated community",NA,"T6",NA,"campen","count",4,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","A","log_control","manipulated community",NA,"T6",NA,"camnov","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","A","log_control","manipulated community",NA,"T6",NA,"lasali","count",2,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","B","log_control","manipulated community",NA,"T6",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","B","log_control","manipulated community",NA,"T6",NA,"campen","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","B","log_exclosure","manipulated community",NA,"T6",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"log","B","log_exclosure","manipulated community",NA,"T6",NA,"campen","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T6",NA,"campen","count",2,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T6",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T6",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T6",NA,"campen","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T6",NA,"lasali","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T6",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hemlock control","A","hemlock control_control","manipulated community",NA,"T6",NA,"aphpic","count",3,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hemlock control","B","hemlock control_control","manipulated community",NA,"T6",NA,"campen","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hemlock control","B","hemlock control_disturbance","manipulated community",NA,"T6",NA,"campen","count",3,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hemlock control","B","hemlock control_disturbance","manipulated community",NA,"T6",NA,"aphpic","count",4,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hemlock control","B","hemlock control_control","manipulated community",NA,"T6",NA,"aphpic","count",12,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T6",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T6",NA,"lasumb","count",14,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T6",NA,"aphpic","count",5,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T6",NA,"campen","count",2,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T6",NA,"lasumb","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T6",NA,"campen","count",2,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T6",NA,"camnov","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T6",NA,"forsub3","count",5,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T6",NA,"forsub3","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T6",NA,"forsub3","count",1,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T6",NA,"campen","count",6,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T6",NA,"myrpun","count",4,"count",NA
"allison_2018","2008","06","11","Ridge",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T6",NA,"campen","count",2,"count",NA
"allison_2018","2008","06","11","Valley",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T6",NA,"forsub3","count",2,"count",NA
"allison_2018","2008","06","11","Valley",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T6",NA,"forase","count",4,"count",NA
"allison_2018","2008","06","11","Valley",NA,"hardwood control","A","hardwood control_exclosure","manipulated community",NA,"T6",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T6",NA,"lasumb","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T6",NA,"campen","count",1,"count",NA
"allison_2018","2008","06","11","Valley",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T6",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"girdle","B","girdle_control","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T7",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","07","11","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T7",NA,"forsub3","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T7",NA,"campen","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"log","A","log_exclosure","manipulated community",NA,"T7",NA,"tapses","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"log","A","log_control","manipulated community",NA,"T7",NA,"forsub3","count",2,"count",NA
"allison_2018","2008","07","11","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T7",NA,"campen","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T7",NA,"campen","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"log","A","log_control","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"log","A","log_control","manipulated community",NA,"T7",NA,"campen","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"log","A","log_control","manipulated community",NA,"T7",NA,"campen","count",2,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"girdle","B","girdle_control","manipulated community",NA,"T7",NA,"lasali","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T7",NA,"campen","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T7",NA,"campen","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"girdle","B","girdle_control","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T7",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hemlock control","A","hemlock control_control","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hemlock control","A","hemlock control_control","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hemlock control","B","hemlock control_exclosure","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hemlock control","B","hemlock control_disturbance","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hemlock control","B","hemlock control_control","manipulated community",NA,"T7",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T7",NA,"myrpun","count",4,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T7",NA,"forsub3","count",2,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hardwood control","A","hardwood control_exclosure","manipulated community",NA,"T7",NA,"myrpun","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hardwood control","A","hardwood control_exclosure","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T7",NA,"myrpun","count",2,"count",NA
"allison_2018","2008","07","11","Ridge",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T7",NA,"myrpun","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T7",NA,"forase","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T7",NA,"forase","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T7",NA,"myrpun","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T7",NA,"myrpun","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T7",NA,"campen","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T7",NA,"campen","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T7",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T7",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","07","11","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T7",NA,"forper","count",3,"count",NA
"allison_2018","2008","08","06","Valley",NA,"girdle","A","girdle_exclosure","manipulated community",NA,"T8",NA,"myrpun","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T8",NA,"aphpic","count",3,"count",NA
"allison_2018","2008","08","06","Valley",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T8",NA,"aphpic","count",4,"count",NA
"allison_2018","2008","08","06","Valley",NA,"log","A","log_control","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"log","A","log_control","manipulated community",NA,"T8",NA,"campen","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"log","A","log_control","manipulated community",NA,"T8",NA,"myrpun","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"log","B","log_exclosure","manipulated community",NA,"T8",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","08","06","Valley",NA,"log","B","log_control","manipulated community",NA,"T8",NA,"forper","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"log","B","log_control","manipulated community",NA,"T8",NA,"camnov","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T8",NA,"campen","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"log","A","log_control","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"log","A","log_exclosure","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T8",NA,"camnov","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"log","A","log_control","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T8",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"log","B","log_disturbance","manipulated community",NA,"T8",NA,"campen","count",3,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"log","B","log_disturbance","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"log","B","log_disturbance","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"log","B","log_exclosure","manipulated community",NA,"T8",NA,"camnov","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"girdle","A","girdle_control","manipulated community",NA,"T8",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"girdle","A","girdle_control","manipulated community",NA,"T8",NA,"aphpic","count",4,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"girdle","B","girdle_control","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"girdle","B","girdle_control","manipulated community",NA,"T8",NA,"campen","count",2,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"hemlock control","A","hemlock control_control","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"hemlock control","A","hemlock control_control","manipulated community",NA,"T8",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"hardwood control","A","hardwood control_exclosure","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T8",NA,"aphpic","count",2,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T8",NA,"myrpun","count",2,"count",NA
"allison_2018","2008","08","06","Ridge",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T8",NA,"forsub3","count",2,"count",NA
"allison_2018","2008","08","06","Valley",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T8",NA,"campen","count",1,"count",NA
"allison_2018","2008","08","06","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T8",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T9",NA,"campen","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T9",NA,"stebre","count",2,"count",NA
"allison_2018","2009","06","01","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T9",NA,"campen","count",3,"count",NA
"allison_2018","2009","06","01","Valley",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T9",NA,"campen","count",5,"count",NA
"allison_2018","2009","06","01","Valley",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T9",NA,"aphpic","count",3,"count",NA
"allison_2018","2009","06","01","Valley",NA,"girdle","B","girdle_control","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T9",NA,"campen","count",3,"count",NA
"allison_2018","2009","06","01","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T9",NA,"forsub3","count",1,"count",NA
